SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.065699599,62,1,0.148450245,17163.0,19,0,1,0,1.0
1,0.448874266,36,0,1.223182145,4166.0,9,0,3,0,0.0
0,0.0,54,0,0.930017496,4000.0,8,0,3,0,1.0
0,0.05994006,23,0,0.001218027,820.0,2,0,0,0,0.0
0,0.067759287,86,0,0.007713551,10500.0,13,0,0,0,0.0
0,0.099938777,37,0,814.0,,5,0,0,0,0.0
0,0.00887737,91,0,0.002687914,20833.0,4,1,0,0,0.0
0,0.667827882,33,0,0.624864572,3691.0,6,0,1,0,0.0
0,0.057186748,52,0,0.198207515,2900.0,7,0,0,0,3.0
1,0.55922321,49,0,1.075055804,3583.0,12,0,2,0,0.0
0,0.001354751,37,0,0.0,2478.0,2,0,0,0,1.0
0,0.0,81,0,0.0,,2,0,0,0,0.0
0,0.022911893,87,0,0.001040222,2883.0,2,0,0,0,0.0
1,0.627368632,62,1,0.422662793,5850.0,5,1,1,0,0.0
0,0.825454403,53,0,0.566041329,10500.0,10,0,2,0,2.0
0,0.082013647,59,0,0.009248844,8000.0,12,0,0,0,1.0
0,0.419236899,60,0,0.303605924,6211.0,6,0,2,0,0.0
1,0.427799297,52,0,0.266577807,3000.0,6,1,1,0,0.0
0,0.111763102,68,0,0.137719723,6200.0,8,0,0,0,0.0
0,0.010559846,70,1,0.282226266,6593.0,29,0,1,0,0.0
0,0.684386312,38,0,0.50656071,5410.0,6,0,0,0,0.0
0,0.138927701,46,0,0.188986501,14000.0,9,0,2,0,2.0
1,0.9999999,44,0,0.062013648,8352.0,1,0,0,0,3.0
0,0.436067266,40,0,0.514075243,3800.0,4,0,1,0,2.0
0,0.885114885,22,0,0.027956989,929.0,1,0,0,0,0.0
0,0.018146837,58,0,2122.0,,6,0,2,0,0.0
0,0.096162443,78,0,0.021996001,5500.0,4,0,0,0,1.0
0,0.686735949,43,0,0.345257662,10342.0,8,0,2,0,5.0
0,0.001889243,68,0,0.075353972,4166.0,8,0,1,0,0.0
1,0.617555426,59,1,0.471348452,4100.0,9,0,0,0,0.0
0,0.058185115,63,0,0.224016984,10833.0,7,0,2,0,0.0
0,0.486265901,48,0,2633.0,,6,0,1,0,3.0
0,0.9999999,27,0,0.101323966,3700.0,4,0,0,0,0.0
0,0.01777325,74,0,34.0,,9,0,0,0,0.0
0,0.005692089,53,0,1644.0,,8,0,1,0,0.0
0,0.165148052,68,0,0.819239721,2577.0,17,0,1,0,0.0
0,0.023329,62,0,0.420310051,5740.0,8,0,1,0,1.0
1,0.601098604,49,1,3325.0,,18,0,2,0,2.0
0,0.336031618,55,0,0.938676887,6000.0,11,0,3,0,1.0
0,0.014466655,51,0,0.262962153,4570.0,28,0,2,0,0.0
0,0.311380866,37,0,2420.0,,4,0,1,0,0.0
1,0.492149447,64,2,0.406282008,8786.0,16,0,2,0,0.0
0,0.9999999,49,0,3064.0,,3,0,1,0,
0,0.057894548,40,0,0.02033195,2409.0,4,0,0,0,0.0
1,1.070619587,23,0,0.058465286,820.0,2,0,0,0,0.0
1,0.717387908,38,2,0.153607872,5487.0,4,0,0,1,3.0
1,0.821035793,26,0,0.234382809,2000.0,8,1,0,0,0.0
0,0.057466954,37,0,55.0,,5,0,0,0,0.0
0,0.009951439,68,0,0.210773312,4900.0,11,0,1,0,0.0
1,0.9999999,49,0,0.281184486,3815.0,3,1,1,2,4.0
0,0.796066613,41,0,0.414293249,7583.0,8,0,1,0,3.0
1,0.99410059,56,2,1.285973947,3300.0,5,0,2,0,0.0
1,0.9999999,30,0,0.517078488,2751.0,2,2,1,0,2.0
0,0.0,83,0,0.0,,4,0,0,0,0.0
0,0.005333226,56,0,0.026527851,17000.0,6,0,1,0,0.0
0,0.144617798,59,0,0.15324944,5800.0,5,0,0,0,0.0
1,0.997736276,27,0,0.427103582,3600.0,6,0,1,0,0.0
0,0.001719042,53,0,0.312032957,10437.0,8,0,2,0,4.0
0,0.061007695,66,0,0.127124696,7000.0,9,0,1,0,0.0
0,0.844244153,50,0,0.263090044,10083.0,10,0,1,0,3.0
0,0.364115569,70,0,0.27992937,8494.0,10,0,1,0,0.0
0,0.146180532,76,0,64.0,,4,0,0,0,0.0
1,0.736888723,50,0,0.571317225,8980.0,10,0,2,1,2.0
1,0.792493034,29,2,1592.0,,4,0,1,0,1.0
0,0.503328434,46,0,0.581633996,7600.0,11,0,2,0,1.0
0,0.008579801,52,0,1150.0,,6,0,1,0,0.0
1,2.575578756,50,1,0.707094418,3833.0,13,0,1,0,2.0
1,0.9999999,42,3,0.7994002,3000.0,2,1,1,1,3.0
1,0.951048951,48,1,0.444830582,1150.0,6,1,0,4,2.0
0,0.086656163,35,0,0.203732504,4500.0,3,0,0,0,2.0
0,0.0,65,0,12.0,,3,0,0,0,0.0
0,0.032091409,65,0,0.008511232,7166.0,6,0,0,0,0.0
1,0.94493864,40,1,0.578196451,5466.0,11,0,1,0,2.0
0,0.007669779,67,0,0.143563244,4450.0,5,0,1,0,0.0
1,0.994738227,37,1,0.235432806,5937.0,11,0,0,0,2.0
1,0.9999999,59,0,218.0,,3,3,0,0,0.0
0,0.006766705,47,0,0.174882512,10000.0,15,0,2,0,3.0
1,0.214672005,63,0,4148.0,,25,1,3,0,0.0
0,0.9999999,68,0,0.480561555,8333.0,6,0,2,0,1.0
0,0.074353903,64,0,2198.0,,4,0,1,0,
0,0.411456597,63,0,0.664736842,1899.0,7,0,1,0,1.0
1,0.690279163,37,0,0.226190476,5375.0,12,0,0,0,2.0
0,0.033256995,43,0,1992.0,,10,0,2,0,0.0
0,0.296113625,43,0,0.423157684,10000.0,6,0,1,0,4.0
1,0.788549299,42,0,1.340143447,4600.0,15,0,1,0,0.0
0,0.501810178,63,0,4903.0,,24,0,2,0,0.0
0,0.247735671,49,0,0.370226357,7200.0,8,0,2,0,2.0
0,0.747946007,74,0,0.9321784,5425.0,20,0,1,0,0.0
0,0.358856018,60,0,3800.0,,13,0,2,0,0.0
0,0.138227877,52,0,0.35078007,5960.0,6,0,1,0,0.0
0,0.011392946,76,0,0.024274155,2100.0,7,0,0,0,0.0
0,0.096693142,61,0,1126.0,,14,0,2,0,
0,0.019950493,48,0,0.240139616,5729.0,7,0,1,0,0.0
0,0.577800076,47,0,0.366492626,10916.0,11,0,1,0,1.0
0,0.0,34,0,0.388481536,7500.0,10,0,2,0,1.0
1,0.036048225,49,0,0.004856449,7000.0,8,0,0,1,0.0
0,0.071713631,59,0,0.064867782,9264.0,5,0,0,0,1.0
1,0.874251497,26,1,0.012489592,1200.0,2,0,0,0,0.0
0,0.027829418,54,0,0.282929268,4000.0,8,0,1,0,0.0
0,0.112146003,74,0,0.261498567,7326.0,11,0,1,0,1.0
0,0.9999999,59,0,7.0,,4,0,0,0,0.0
0,0.657306045,39,0,0.511122219,4000.0,7,0,1,0,3.0
0,0.017566618,33,0,0.399509136,7333.0,9,0,2,0,1.0
0,0.493220271,47,0,0.523068133,7000.0,4,0,2,0,3.0
1,0.472021119,30,1,2847.0,,10,0,1,0,
1,0.26805871,55,1,1.994433449,8083.0,18,0,6,0,2.0
0,0.154622556,62,0,0.329995075,6090.0,6,0,3,0,0.0
1,0.805734075,48,0,0.664075514,1800.0,10,0,0,0,0.0
0,0.0,60,0,2.214955218,4800.0,10,0,3,0,1.0
0,0.20729309,50,0,0.466139343,9228.0,12,0,3,0,2.0
0,0.854414559,63,0,0.107142857,3583.0,2,0,0,0,0.0
0,0.129960352,38,0,0.268924526,8916.0,4,0,1,0,2.0
0,0.487556958,62,0,0.629173362,5600.0,17,0,2,0,1.0
0,0.247769216,49,0,0.299592643,8100.0,20,0,1,0,1.0
0,0.39019858,74,0,853.0,,11,0,0,0,0.0
0,0.15124221,57,0,0.310868031,2833.0,11,0,0,0,0.0
0,0.01269801,34,0,0.073088297,7100.0,4,0,0,0,3.0
0,0.0,33,0,0.316600679,7071.0,4,0,1,0,0.0
0,0.028317735,61,0,0.0027894,3584.0,2,0,0,0,0.0
0,0.056135688,47,0,0.328111981,6000.0,5,0,1,0,1.0
0,0.190429641,61,0,2031.0,,13,0,2,0,
0,0.952488964,47,0,0.340406402,5560.0,10,0,0,0,3.0
1,0.59301258,40,0,1.338429874,3400.0,12,0,2,0,5.0
0,0.9999999,44,0,0.295016814,13083.0,6,0,2,0,2.0
0,0.02321838,35,0,0.400518403,9644.0,4,0,1,0,0.0
0,0.369840455,48,0,0.471436652,7071.0,28,0,1,0,1.0
0,0.023993785,78,0,71.0,,10,0,0,0,0.0
0,0.083277779,59,0,2782.0,,13,0,2,0,0.0
0,0.007549623,90,0,14.0,,5,0,0,0,
0,0.760447825,45,0,0.396766301,9400.0,19,0,2,0,3.0
0,0.0,49,1,552.0,,4,0,0,0,0.0
0,0.198192382,61,0,0.348287254,5750.0,19,0,2,0,0.0
0,0.031454661,60,0,0.326744052,8700.0,7,0,2,0,0.0
0,0.059768311,61,0,0.010726298,11000.0,14,0,0,0,1.0
0,0.0,68,0,0.582276311,5833.0,8,0,1,0,0.0
1,0.9999999,31,0,0.153767299,1950.0,1,0,1,0,0.0
1,0.445972495,51,2,819.0,,7,0,1,0,3.0
0,0.156000651,61,0,0.330805034,5800.0,20,0,1,0,0.0
1,1.027782171,87,7,1.466539717,7351.0,14,3,3,5,1.0
0,0.002067762,56,0,30295.0,,16,0,0,0,2.0
0,0.630163329,39,0,0.340206186,3200.0,4,0,0,0,1.0
0,0.068186363,33,0,0.035663338,700.0,5,0,0,0,0.0
0,0.0,87,0,0.0,3394.0,7,0,0,0,0.0
0,0.622688401,46,0,0.152507799,8333.0,13,0,0,0,0.0
1,0.869659667,48,0,0.884603022,3110.0,6,0,1,0,3.0
0,0.493803966,57,0,0.651229017,6671.0,14,0,1,0,3.0
1,0.0,45,2,0.084254144,2895.0,2,0,0,0,2.0
0,0.019555583,56,0,0.014860848,3700.0,6,0,0,0,0.0
0,0.056668772,74,0,0.434056594,10000.0,11,0,2,0,1.0
0,0.075568999,55,0,0.180576254,16103.0,18,0,1,0,0.0
1,0.850541236,52,0,0.52278408,5200.0,10,0,3,0,1.0
0,0.056300825,54,0,552.0,,8,0,0,0,0.0
0,0.0,41,0,0.357116485,10833.0,11,0,1,0,2.0
0,0.102636038,65,0,0.359187442,3248.0,6,0,2,0,0.0
0,0.374850393,63,0,0.707203429,10730.0,11,0,2,0,0.0
0,0.158198692,41,1,0.214625982,7766.0,5,0,1,0,0.0
0,0.515621053,63,0,0.43066943,44395.0,19,0,5,0,0.0
0,0.970289959,69,0,0.190936355,3000.0,3,0,0,0,0.0
0,0.0581083,63,0,0.409190231,15559.0,20,0,3,0,0.0
1,0.903026209,64,0,0.691940829,12370.0,28,0,5,0,0.0
0,0.479826009,64,0,0.415382885,8892.0,8,0,1,0,1.0
0,0.15118366,34,0,0.243043145,3916.0,6,0,1,0,0.0
0,0.107947952,31,0,0.034637428,4012.0,12,0,0,0,2.0
1,0.992620859,40,0,0.881581871,4500.0,12,0,2,0,0.0
1,0.262719478,59,0,0.252540937,7083.0,22,1,0,0,0.0
0,0.95063916,56,0,0.457090485,6000.0,6,0,2,0,2.0
1,0.91062226,58,4,1.179213857,1500.0,8,0,0,0,0.0
0,0.055562802,34,0,2677.0,,6,0,1,0,
1,0.03739626,37,3,0.489981316,15520.0,10,0,6,0,0.0
0,0.241015696,34,0,0.537439359,4740.0,6,0,1,0,1.0
0,0.0,74,0,1557.0,,6,0,1,0,0.0
1,1.001653734,65,1,0.474400965,5800.0,10,0,1,0,2.0
0,0.955233554,41,0,0.16726182,7000.0,4,0,0,0,2.0
0,0.01994385,54,0,0.354712042,4583.0,34,0,3,0,3.0
1,0.994011976,30,2,0.00999643,2800.0,3,0,0,1,0.0
0,0.062135067,64,0,0.640049648,2416.0,8,0,1,0,0.0
0,0.230353045,61,0,883.0,,15,0,0,0,2.0
0,0.0,52,0,1092.0,1.0,12,0,1,0,0.0
0,0.275709721,61,0,1867.0,,16,0,1,0,1.0
0,0.020962124,55,0,0.293927364,6800.0,16,0,2,0,0.0
0,0.22625383,26,0,0.538820393,3000.0,6,0,1,0,1.0
0,0.090427815,53,0,0.278196778,5833.0,6,0,1,0,0.0
0,0.030829821,48,1,0.088447653,1107.0,3,0,0,0,2.0
0,0.0,77,0,0.0,,2,0,0,0,0.0
1,0.51911978,52,0,0.660935626,2500.0,11,0,1,0,0.0
0,0.462283349,83,0,0.461149868,4156.0,5,0,1,0,0.0
0,0.009795282,81,0,0.006748313,4000.0,18,0,0,0,1.0
0,0.230275707,45,0,0.632449007,7500.0,4,0,2,0,0.0
0,0.039502197,65,0,0.646221854,7238.0,8,0,2,0,1.0
0,0.105965439,70,0,0.284143171,5000.0,7,0,2,0,1.0
0,0.00119984,32,0,0.128416804,5450.0,4,0,0,0,1.0
1,0.9999999,39,2,0.137884145,3676.0,2,0,0,0,3.0
1,0.826458523,38,1,2439.0,,10,4,1,1,0.0
0,0.079565341,80,0,0.02416264,6000.0,8,0,0,0,1.0
0,0.038703931,65,0,0.005538121,16250.0,7,0,0,0,1.0
0,0.013973316,60,0,3199.0,,15,0,2,0,0.0
0,0.136817175,55,0,0.512337217,2917.0,9,0,1,0,0.0
1,0.365215017,55,0,0.451570185,5285.0,17,0,1,1,0.0
0,0.051631758,63,1,0.378877211,3900.0,17,0,1,0,0.0
1,0.161623046,83,3,0.074837443,8150.0,9,0,0,0,1.0
0,0.0,36,0,0.28323892,3000.0,3,0,1,0,0.0
0,0.435213732,57,0,0.037178265,4195.0,2,0,0,0,0.0
0,0.003282895,79,0,0.163627639,2083.0,3,0,0,0,1.0
0,0.015155745,85,0,29.0,,8,0,0,0,
0,0.236573176,39,0,0.128669582,1600.0,10,0,0,0,0.0
0,0.024662187,61,0,0.027993002,4000.0,8,0,0,0,0.0
0,0.234134424,46,0,0.489170277,3000.0,16,0,1,0,0.0
0,0.031362448,61,0,0.326269213,4293.0,5,0,1,0,1.0
0,0.065658734,35,0,0.458862737,4800.0,15,0,1,0,1.0
0,0.062308537,54,0,0.276987718,12375.0,8,0,3,0,0.0
1,0.811493833,51,2,3.709313888,3016.0,26,0,4,0,0.0
0,0.195400383,33,0,1106.0,,10,0,0,0,2.0
0,0.016289233,46,1,0.104022852,4200.0,13,0,0,0,0.0
1,0.808387914,43,2,2778.0,,5,0,1,0,3.0
0,0.197048728,87,0,0.040243677,5416.0,4,0,0,0,0.0
1,0.9999999,48,0,0.0,2500.0,0,1,0,0,0.0
0,0.116587117,68,0,0.225649814,3500.0,8,0,1,0,0.0
1,0.902853627,37,0,0.388652837,4000.0,6,0,0,0,0.0
0,0.0,45,0,1869.0,,6,0,1,0,0.0
0,0.493853372,69,0,2.427181843,3700.0,20,0,3,0,0.0
0,0.040472044,43,0,2590.0,,8,0,1,0,0.0
0,0.798235124,53,0,0.702122528,8291.0,6,0,2,0,2.0
0,0.0,78,0,0.0,,6,0,0,0,0.0
1,0.106842089,49,0,0.785062367,6573.0,14,0,5,0,0.0
0,0.0,59,0,0.246811444,2900.0,3,0,0,0,0.0
0,0.076469947,63,0,0.28192848,9395.0,7,0,1,0,1.0
1,0.9999999,59,3,0.526412265,6000.0,4,0,2,0,0.0
1,0.547764361,46,0,0.725792631,3500.0,10,0,1,0,2.0
1,0.9999999,48,1,128.0,,2,2,0,0,0.0
0,0.239966397,56,0,0.372062794,10000.0,5,0,2,0,1.0
0,0.418261814,41,0,0.351960984,4920.0,10,0,2,0,0.0
1,0.0,79,2,0.377284777,7166.0,7,0,3,0,0.0
0,0.02073377,43,0,0.129374125,5000.0,4,0,0,0,2.0
0,0.416197975,42,0,0.044823232,3167.0,1,0,0,0,0.0
0,0.026414738,56,0,0.546921868,7000.0,16,0,7,0,0.0
0,0.316676597,61,0,0.631121076,11149.0,25,0,4,0,1.0
1,0.780183181,56,0,28.0,,1,0,0,1,0.0
1,0.873818535,35,0,0.707103186,3420.0,6,0,1,0,0.0
0,0.004466369,88,0,2.0,,4,0,0,0,0.0
0,0.526982012,55,0,0.343015805,2340.0,4,0,0,0,0.0
0,0.249789963,55,0,0.480652555,7416.0,9,0,2,0,0.0
0,0.470399461,46,0,0.917290108,2405.0,11,0,0,0,0.0
0,0.0,68,0,1058.0,,7,0,1,0,
0,0.005634326,36,1,0.287505532,6778.0,12,0,1,0,2.0
0,0.290727279,46,0,0.77956596,4100.0,11,0,2,0,2.0
1,0.22495466,49,1,2506.0,,11,0,2,0,2.0
0,0.345821376,66,0,0.167795206,35000.0,9,0,1,0,0.0
1,0.9999999,79,0,0.0,,0,2,0,1,0.0
0,0.038402033,65,0,3552.0,,6,0,2,0,0.0
0,0.103799554,60,0,4669.0,,16,0,2,0,0.0
0,0.008407096,45,0,0.335255671,2600.0,7,0,1,0,0.0
0,2.1e-05,45,0,0.373870538,6750.0,8,0,2,0,3.0
0,0.0,54,0,0.245017015,6170.0,10,0,0,0,0.0
0,0.00169643,55,0,0.316818485,4500.0,14,0,2,0,0.0
1,0.0,35,0,0.0,0.0,2,1,0,0,0.0
0,0.081664398,48,0,1317.0,0.0,5,0,0,0,0.0
0,0.172365527,68,0,0.641786071,3000.0,7,0,1,0,0.0
0,0.378097452,54,0,0.574763194,2955.0,8,0,0,0,1.0
1,0.219153068,63,2,0.860140955,6384.0,13,0,3,0,0.0
0,0.041994751,34,0,0.437941965,4100.0,10,0,1,0,1.0
1,0.11994902,43,2,0.120887911,10000.0,14,0,1,0,0.0
1,0.703697826,57,1,0.095380924,3333.0,3,0,0,0,0.0
0,0.018190505,82,0,0.061364173,4236.0,6,0,0,0,0.0
0,0.0,62,0,168.0,,4,1,0,0,0.0
1,0.620023574,44,2,2565.0,,21,1,1,0,1.0
1,0.086864118,51,0,3470.0,,14,0,2,1,0.0
0,0.123285669,69,0,0.108695652,7083.0,8,0,0,0,0.0
0,0.038869258,51,2,0.36818052,3500.0,9,0,1,0,0.0
0,0.035547078,69,0,0.15928024,3000.0,4,0,2,0,0.0
1,0.39816743,38,0,729.0,,8,5,0,0,0.0
0,0.018624534,59,0,0.414593501,8400.0,7,0,1,0,2.0
1,0.488317977,29,1,0.910035986,2500.0,11,0,2,0,0.0
0,0.008136875,57,0,0.00507116,6112.0,8,0,0,0,0.0
0,0.495948636,60,0,0.509457545,12000.0,22,0,2,0,0.0
0,0.553714574,48,0,0.297942207,4567.0,5,0,0,0,0.0
0,0.9999999,27,0,0.646425826,1300.0,2,0,0,0,0.0
1,0.861138861,46,0,0.014084507,2200.0,3,0,0,0,0.0
0,0.007825044,61,0,14.0,,7,0,0,0,0.0
0,0.020214373,53,0,2923.0,,8,0,4,0,0.0
0,0.151567098,61,0,0.52310231,8483.0,3,0,1,0,0.0
0,0.125831993,47,0,0.225729038,13750.0,6,0,2,0,0.0
0,0.02997359,74,0,379.0,,6,0,0,0,
0,0.388453626,42,0,0.402124668,6400.0,13,0,1,0,0.0
0,0.193820499,41,0,0.400959904,10000.0,15,0,2,0,3.0
1,0.911286367,45,1,0.228270261,5786.0,5,0,0,2,0.0
0,0.000518108,29,0,0.297883392,7700.0,8,0,1,0,2.0
1,0.455185614,47,0,0.759659574,11749.0,21,0,3,0,2.0
0,0.075822788,50,0,0.182162729,12400.0,3,0,1,0,0.0
0,0.927395785,28,0,0.111377724,5000.0,8,0,0,0,0.0
0,0.336950418,66,0,0.643271346,5000.0,11,0,2,0,0.0
0,0.020886659,41,1,1.000666223,1500.0,5,0,1,0,0.0
1,0.9999999,39,0,3308.0,,5,0,1,0,0.0
0,0.062593296,62,0,0.917772798,5800.0,16,0,5,0,1.0
0,0.25627285,52,0,0.586691659,3200.0,10,0,1,0,1.0
0,0.0,67,0,0.261021057,6600.0,10,0,2,0,0.0
0,0.000101208,46,0,0.416451112,5798.0,8,0,2,0,0.0
1,0.173654441,62,2,0.390200179,3346.0,14,0,0,0,0.0
1,1.01998002,27,1,0.31710362,800.0,2,1,0,0,0.0
1,0.995001,31,4,0.754642434,2530.0,6,0,1,1,1.0
0,0.007252319,54,0,0.516870782,4000.0,15,0,2,0,1.0
0,0.9999999,70,0,0.0,,1,0,0,0,0.0
0,0.01413117,54,0,0.240679903,7000.0,16,0,1,0,0.0
1,0.764340596,51,0,0.567706756,3300.0,12,0,1,0,0.0
0,0.357568946,43,0,0.386402092,6500.0,8,0,2,0,1.0
0,0.014104127,63,0,742.0,,8,0,1,0,0.0
0,0.0,52,0,0.10565921,9700.0,6,0,1,0,3.0
1,1.003668379,30,0,0.225193702,4000.0,3,0,0,0,0.0
0,0.0,29,0,0.140036927,7040.0,10,0,0,0,0.0
0,0.0,44,0,0.390652337,4000.0,6,0,1,0,0.0
0,0.368798371,60,0,0.47860143,8808.0,25,0,2,0,3.0
0,0.332943836,38,0,0.37361039,9624.0,15,0,1,0,1.0
1,0.412782989,62,2,0.609199459,17000.0,17,0,6,0,2.0
0,0.057954824,41,0,0.080191981,10000.0,7,0,0,0,4.0
0,0.532934132,22,0,0.394014963,400.0,2,0,0,0,0.0
0,0.0,55,0,5177.0,,9,0,3,0,0.0
0,0.01085135,69,0,0.37494619,2322.0,7,0,1,0,0.0
0,0.021722811,74,0,2146.0,,11,0,1,0,0.0
1,0.9999999,49,0,0.066799754,6511.0,3,0,0,0,0.0
0,0.411942821,53,0,0.359691693,7005.0,8,0,1,0,0.0
0,0.090163645,66,0,0.65439047,18300.0,20,0,11,0,0.0
1,1.926910299,30,0,131.0,,4,1,0,0,
0,0.436135138,58,0,0.431500378,10583.0,14,0,1,0,2.0
0,0.295768899,41,0,0.785242951,5000.0,11,0,2,0,1.0
1,0.9999999,22,0,0.234853217,1600.0,1,0,0,0,0.0
0,0.019051007,57,0,0.208862934,8732.0,5,0,1,0,0.0
0,0.038313859,43,0,459.5,1.0,12,0,2,0,2.0
0,0.015811512,58,0,7.0,,4,0,0,0,0.0
0,0.740635161,39,0,0.432010059,5566.0,7,0,1,0,0.0
1,0.847472151,39,1,0.372118856,3600.0,4,0,0,0,0.0
0,0.06917806,51,0,1431.0,,10,0,2,0,0.0
1,0.710993884,36,1,0.390777516,11883.0,8,0,1,0,3.0
1,0.339306584,29,2,0.075249956,5700.0,10,0,0,0,4.0
0,0.0,43,0,0.437351223,4620.0,7,0,1,0,0.0
0,0.379236395,72,0,0.433122029,12619.0,14,0,3,0,3.0
0,0.005999538,56,0,0.530548767,4500.0,6,0,1,0,0.0
0,0.057454545,26,0,881.0,,4,0,0,0,0.0
0,0.033806009,64,0,0.121388603,8756.0,18,0,0,0,0.0
1,0.694287566,64,1,0.369356559,2812.0,8,0,0,0,0.0
0,0.012754989,58,0,0.534938723,4650.0,6,0,2,0,0.0
0,0.007631473,59,0,4113.0,0.0,13,0,3,0,0.0
0,0.0,50,0,0.0,12500.0,3,0,0,0,0.0
0,0.098340047,40,0,0.305757289,9500.0,4,0,1,0,3.0
0,0.09792749,49,0,0.322875366,5800.0,11,0,1,0,2.0
0,0.660885206,50,0,0.343235597,7775.0,10,0,2,0,0.0
0,0.028762463,63,0,84.0,,12,0,0,0,0.0
0,0.001688686,62,0,0.431268749,5666.0,6,0,1,0,1.0
0,0.848402987,47,0,0.334339623,5299.0,8,0,0,0,0.0
1,0.9999999,26,0,0.168443497,1875.0,2,0,0,0,1.0
0,0.335730574,31,0,0.418645339,4000.0,7,0,1,0,3.0
1,0.9999999,47,0,0.005597761,2500.0,4,0,0,0,0.0
0,0.000216447,63,0,0.421716395,3250.0,12,0,1,0,0.0
0,0.67514766,31,0,0.456107466,3200.0,7,0,1,0,0.0
1,0.098779403,41,2,0.117085092,4500.0,6,0,0,0,2.0
0,0.000612662,51,0,0.051861279,22000.0,14,0,2,0,1.0
0,0.266144488,37,0,0.726815783,3978.0,4,0,2,0,1.0
0,0.316234941,28,0,0.267093163,2500.0,5,0,0,0,0.0
0,0.119244038,61,0,3475.0,,5,0,1,0,0.0
0,0.176494275,62,0,1106.0,,6,0,1,0,0.0
0,0.096723755,71,0,0.163436033,4900.0,5,0,1,0,0.0
0,0.029488234,61,0,0.00537931,7249.0,6,0,0,0,1.0
0,0.599650421,75,0,0.556936847,2010.0,2,0,1,0,0.0
0,0.003641708,48,1,0.418531568,10500.0,17,0,1,0,2.0
0,0.013401991,64,0,0.002343384,6400.0,4,0,0,0,2.0
0,0.881839898,41,0,0.525756824,10074.0,7,0,2,0,3.0
0,0.07415066,70,0,0.369909778,4100.0,12,0,1,0,1.0
0,0.0,35,0,0.067107093,2875.0,6,0,0,0,0.0
1,0.9999999,46,0,0.001034126,2900.0,1,0,0,0,2.0
0,0.021645635,57,0,0.1392485,9500.0,9,0,1,0,0.0
1,0.9999999,53,1,0.193601994,4813.0,3,2,1,0,1.0
0,0.289697732,57,0,0.191539674,3805.0,7,0,0,0,0.0
1,0.9999999,40,0,0.0,15000.0,1,0,0,0,2.0
0,0.099420766,62,0,0.434565435,1000.0,8,0,0,0,0.0
0,0.074522872,31,0,0.388458559,2581.0,7,0,0,0,1.0
0,0.288541381,87,1,0.571428571,1700.0,23,0,0,0,0.0
1,0.652574942,63,1,638.0,,4,1,0,0,
0,0.081523138,55,0,4.094311377,667.0,8,0,2,0,0.0
0,0.242344029,40,0,0.214795704,16666.0,12,0,1,0,3.0
0,0.015857785,45,0,9.0,,1,0,0,0,0.0
0,0.059598297,47,0,0.110520499,19000.0,13,0,1,1,5.0
1,0.139256255,53,1,0.039461405,7500.0,14,2,0,0,0.0
0,0.204262932,61,0,3979.0,,18,0,2,0,0.0
0,0.006749663,62,0,0.326167383,10000.0,6,0,2,0,0.0
0,0.062398217,41,0,0.311566618,3414.0,11,0,1,0,1.0
0,0.061123291,64,0,0.244721357,17333.0,15,0,3,0,1.0
0,0.12285107,53,0,0.131963499,15670.0,12,0,0,0,0.0
0,0.0,58,1,0.0,2900.0,10,0,0,0,0.0
0,0.212538966,51,0,0.527039413,12000.0,15,0,4,0,2.0
0,0.24663451,61,0,0.199781858,5500.0,10,0,1,0,0.0
1,0.988914919,49,0,0.647597889,3600.0,6,0,1,0,2.0
0,0.017075195,67,0,0.320882852,5300.0,9,0,1,0,0.0
0,0.076802014,61,0,94.0,,5,0,0,0,0.0
0,0.283635152,61,0,0.261813874,7596.0,11,0,1,0,0.0
0,0.009184958,68,0,0.201122853,9083.0,6,0,1,0,0.0
1,0.9999999,49,0,0.0,8250.0,1,0,0,0,4.0
0,0.165819266,57,0,0.490405117,3282.0,10,0,0,0,0.0
1,0.9999999,48,2,0.615340254,5201.0,3,3,1,0,2.0
0,0.000266631,39,0,0.171198774,5221.0,4,0,0,0,3.0
0,0.392741603,35,0,0.086918731,2300.0,3,0,0,0,0.0
0,0.020485129,56,0,0.032983508,2000.0,12,0,0,0,0.0
0,0.214751117,60,0,0.473318598,9500.0,23,0,1,0,1.0
0,0.255396501,26,0,0.090833564,3610.0,2,0,0,0,0.0
1,0.869376874,44,0,279.0,,3,0,0,2,0.0
0,0.143863524,69,0,0.687339607,2337.0,10,0,1,0,0.0
0,0.479765226,30,0,0.155601128,3900.0,9,0,0,0,0.0
0,0.014132801,65,0,2.07641196,300.0,11,0,0,0,0.0
0,0.337406653,45,0,0.162930793,14275.0,14,0,0,0,1.0
1,0.779892166,64,2,0.420976417,4833.0,23,0,2,0,0.0
0,0.002121084,55,0,0.490419328,3600.0,13,0,1,0,0.0
0,0.847560395,53,0,2114.0,,4,0,1,0,2.0
0,0.245960972,51,0,0.166959321,6833.0,12,0,0,0,2.0
0,0.758984188,26,0,1.812,749.0,8,0,0,0,0.0
